Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP_pg,PTS_pg,TRB_pg,AST_pg,WS,WS48,BPM,VORP,draft_year,name_clean
4,NYK,Kristaps Porziņģis,,10.0,533.0,16175.0,10372.0,4055.0,994.0,0.461,0.364,0.83,30.3,19.5,7.6,1.9,50.4,0.15,2.6,18.9,2015,kristapsporzingis
5,ORL,Mario Hezonja,,5.0,330.0,6107.0,2284.0,1026.0,415.0,0.417,0.319,0.812,18.5,6.9,3.1,1.3,3.2,0.025,-2.8,-1.2,2015,mariohezonja
6,SAC,Willie Cauley-Stein,Kentucky,7.0,422.0,9276.0,3675.0,2470.0,598.0,0.544,0.188,0.612,22.0,8.7,5.9,1.4,23.3,0.121,-0.1,4.4,2015,williecauley-stein
7,DEN,Emmanuel Mudiay,,6.0,302.0,7187.0,3299.0,884.0,1143.0,0.401,0.323,0.744,23.8,10.9,2.9,3.8,-0.2,-0.001,-3.2,-2.2,2015,emmanuelmudiay
8,DET,Stanley Johnson,Arizona,8.0,449.0,8879.0,2806.0,1404.0,679.0,0.391,0.305,0.748,19.8,6.2,3.1,1.5,6.9,0.037,-2.7,-1.6,2015,stanleyjohnson
9,CHO,Frank Kaminsky,Wisconsin,8.0,413.0,8160.0,3630.0,1579.0,651.0,0.43,0.349,0.746,19.8,8.8,3.8,1.6,15.9,0.094,-0.2,3.7,2015,frankkaminsky
10,MIA,Justise Winslow,Duke,8.0,344.0,8906.0,2829.0,1760.0,889.0,0.412,0.315,0.638,25.9,8.2,5.1,2.6,8.2,0.044,-2.1,-0.3,2015,justisewinslow
11,IND,Myles Turner,Texas,11.0,713.0,20366.0,9877.0,4727.0,916.0,0.494,0.365,0.769,28.6,13.9,6.6,1.3,51.7,0.122,0.6,13.5,2015,mylesturner
12,UTA,Trey Lyles,Kentucky,10.0,650.0,11970.0,4935.0,2826.0,697.0,0.441,0.347,0.741,18.4,7.6,4.3,1.1,22.0,0.088,-1.0,3.0,2015,treylyles
13,PHO,Devin Booker,Kentucky,11.0,737.0,25295.0,18120.0,2966.0,3908.0,0.463,0.352,0.873,34.3,24.6,4.0,5.3,58.0,0.11,1.2,20.2,2015,devinbooker
14,OKC,Cameron Payne,Murray State,11.0,499.0,8730.0,3866.0,995.0,1585.0,0.417,0.366,0.837,17.5,7.7,2.0,3.2,14.8,0.081,-0.6,3.2,2015,cameronpayne
15,ATL,Kelly Oubre Jr.,Kansas,11.0,705.0,19316.0,9401.0,3284.0,827.0,0.44,0.327,0.752,27.4,13.3,4.7,1.2,27.6,0.068,-1.8,0.8,2015,kellyoubrejr.
16,BOS,Terry Rozier,Louisville,10.0,665.0,18357.0,9252.0,2610.0,2337.0,0.418,0.361,0.829,27.6,13.9,3.9,3.5,30.6,0.08,0.2,10.1,2015,terryrozier
17,MIL,Rashad Vaughn,UNLV,3.0,139.0,1671.0,423.0,158.0,75.0,0.337,0.313,0.692,12.0,3.0,1.1,0.5,-0.6,-0.017,-4.7,-1.2,2015,rashadvaughn
18,HOU,Sam Dekker,Wisconsin,5.0,201.0,3097.0,1094.0,607.0,160.0,0.478,0.288,0.606,15.4,5.4,3.0,0.8,5.4,0.083,-1.4,0.5,2015,samdekker
19,WAS,Jerian Grant,Notre Dame,5.0,279.0,4998.0,1692.0,529.0,805.0,0.411,0.323,0.77,17.9,6.1,1.9,2.9,8.3,0.08,-1.6,0.5,2015,jeriangrant
20,TOR,Delon Wright,Utah,10.0,548.0,11175.0,3656.0,1650.0,1636.0,0.447,0.348,0.799,20.4,6.7,3.0,3.0,28.9,0.124,1.9,11.1,2015,delonwright
21,DAL,Justin Anderson,Virginia,6.0,242.0,3280.0,1284.0,621.0,184.0,0.41,0.292,0.775,13.6,5.3,2.6,0.8,4.9,0.072,-1.5,0.4,2015,justinanderson
22,CHI,Bobby Portis,Arkansas,11.0,721.0,16526.0,8733.0,5113.0,955.0,0.479,0.393,0.761,22.9,12.1,7.1,1.3,36.6,0.106,-0.4,6.8,2015,bobbyportis
23,POR,Rondae Hollis-Jefferson,Arizona,6.0,305.0,6759.0,2760.0,1684.0,579.0,0.449,0.212,0.735,22.2,9.0,5.5,1.9,12.9,0.091,-0.7,2.3,2015,rondaehollis-jefferson
24,CLE,Tyus Jones,Duke,11.0,749.0,15403.0,5448.0,1450.0,3181.0,0.441,0.372,0.82,20.6,7.3,1.9,4.2,34.9,0.109,0.4,9.2,2015,tyusjones
25,MEM,Jarell Martin,LSU,4.0,184.0,2927.0,998.0,639.0,114.0,0.434,0.346,0.766,15.9,5.4,3.5,0.6,3.2,0.053,-4.3,-1.7,2015,jarellmartin
26,SAS,Nikola Milutinov,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,nikolamilutinov
27,LAL,Larry Nance Jr.,Wyoming,11.0,581.0,13036.0,4335.0,3434.0,1051.0,0.535,0.352,0.692,22.4,7.5,5.9,1.8,35.2,0.13,1.1,10.1,2015,larrynancejr.
28,BOS,R.J. Hunter,Georgia State University,4.0,45.0,395.0,133.0,46.0,19.0,0.371,0.295,0.818,8.8,3.0,1.0,0.4,0.4,0.051,-2.0,0.0,2015,r.j.hunter
29,BRK,Chris McCullough,Syracuse,3.0,59.0,532.0,194.0,112.0,15.0,0.426,0.306,0.548,9.0,3.3,1.9,0.3,0.6,0.054,-2.5,-0.1,2015,chrismccullough
30,GSW,Kevon Looney,UCLA,11.0,620.0,10617.0,3036.0,3509.0,990.0,0.57,0.179,0.61,17.1,4.9,5.7,1.6,38.1,0.172,0.3,6.2,2015,kevonlooney
31,MIN,Cedi Osman,,7.0,476.0,10815.0,4427.0,1411.0,933.0,0.432,0.357,0.711,22.7,9.3,3.0,2.0,12.5,0.055,-2.1,-0.3,2015,cediosman
32,HOU,Montrezl Harrell,Louisville,8.0,515.0,10544.0,6220.0,2588.0,675.0,0.619,0.108,0.664,20.5,12.1,5.0,1.3,42.9,0.195,2.6,12.2,2015,montrezlharrell
33,BOS,Jordan Mickey,LSU,3.0,64.0,482.0,152.0,128.0,17.0,0.449,0.118,0.605,7.5,2.4,2.0,0.3,0.5,0.05,-4.8,-0.3,2015,jordanmickey
34,LAL,Anthony Brown,Stanford,3.0,41.0,762.0,161.0,103.0,28.0,0.328,0.286,0.85,18.6,3.9,2.5,0.7,-0.2,-0.016,-5.1,-0.6,2015,anthonybrown
35,PHI,Willy Hernangómez,,7.0,344.0,5149.0,2524.0,1982.0,364.0,0.533,0.306,0.713,15.0,7.3,5.8,1.1,16.3,0.152,0.1,2.8,2015,willyhernangomez
36,MIN,Rakeem Christmas,Syracuse,2.0,30.0,225.0,63.0,57.0,4.0,0.467,,0.724,7.5,2.1,1.9,0.1,0.5,0.105,-4.7,-0.2,2015,rakeemchristmas
37,PHI,Richaun Holmes,Bowling Green,10.0,489.0,9360.0,4164.0,2606.0,479.0,0.605,0.269,0.751,19.1,8.5,5.3,1.0,30.7,0.158,0.1,5.0,2015,richaunholmes
38,DET,Darrun Hilliard,Villanova,3.0,91.0,859.0,295.0,85.0,71.0,0.377,0.304,0.747,9.4,3.2,0.9,0.8,0.3,0.016,-4.7,-0.6,2015,darrunhilliard
39,CHO,Juan Pablo Vaulet,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,juanpablovaulet
40,MIA,Josh Richardson,Tennessee,10.0,554.0,15815.0,6381.0,1685.0,1463.0,0.428,0.363,0.846,28.5,11.5,3.0,2.6,27.7,0.084,-0.6,5.5,2015,joshrichardson
41,BRK,Pat Connaughton,Notre Dame,11.0,637.0,11736.0,3689.0,2084.0,847.0,0.438,0.357,0.767,18.4,5.8,3.3,1.3,25.3,0.103,-0.5,4.5,2015,patconnaughton
42,UTA,Olivier Hanlan,Boston College,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,olivierhanlan
43,IND,Joe Young,Oregon,3.0,127.0,1077.0,429.0,130.0,119.0,0.393,0.296,0.768,8.5,3.4,1.0,0.9,0.4,0.016,-4.1,-0.6,2015,joeyoung
44,PHO,Andrew Harrison,Kentucky,3.0,145.0,2987.0,1012.0,287.0,399.0,0.373,0.294,0.779,20.6,7.0,2.0,2.8,3.2,0.051,-2.8,-0.6,2015,andrewharrison
45,BOS,Marcus Thornton,William & Mary,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,marcusthornton
46,MIL,Norman Powell,UCLA,11.0,675.0,16655.0,9418.0,1851.0,1084.0,0.471,0.396,0.824,24.7,14.0,2.7,1.6,36.4,0.105,0.2,9.2,2015,normanpowell
47,PHI,Artūras Gudaitis,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,arturasgudaitis
48,OKC,Dakari Johnson,Kentucky,1.0,31.0,161.0,55.0,34.0,8.0,0.564,,0.55,5.2,1.8,1.1,0.3,0.6,0.178,-0.3,0.1,2015,dakarijohnson
49,WAS,Aaron White,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,aaronwhite
50,ATL,Marcus Eriksson,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,marcuseriksson
51,ORL,Tyler Harvey,Eastern Washington,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,tylerharvey
52,DAL,Satnam Singh,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,satnamsingh
53,CLE,Sir'Dominic Pointer,St. John's,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,sir'dominicpointer
54,UTA,Dani Díez,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,danidiez
55,SAS,Cady Lalanne,UMass,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,cadylalanne
56,NOP,Branden Dawson,Michigan State,1.0,6.0,29.0,5.0,4.0,0.0,0.4,,1.0,4.8,0.8,0.7,0.0,0.0,0.069,-5.7,0.0,2015,brandendawson
57,DEN,Nikola Radičević,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,nikolaradicevic
58,PHI,J.P. Tokoto,UNC,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,j.p.tokoto
59,ATL,Dimitrios Agravanis,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,dimitriosagravanis
60,PHI,Luka Mitrović,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2015,lukamitrovic
1,PHI,Ben Simmons,LSU,7.0,383.0,11910.0,5021.0,2840.0,2754.0,0.558,0.139,0.592,31.1,13.1,7.4,7.2,35.4,0.143,3.0,15.0,2016,bensimmons
2,LAL,Brandon Ingram,Duke,10.0,572.0,18920.0,11311.0,2996.0,2414.0,0.469,0.366,0.792,33.1,19.8,5.2,4.2,31.8,0.081,0.2,10.3,2016,brandoningram
3,BOS,Jaylen Brown,California,10.0,674.0,20908.0,13474.0,3700.0,1953.0,0.478,0.358,0.739,31.0,20.0,5.5,2.9,47.5,0.109,0.7,14.1,2016,jaylenbrown
4,PHO,Dragan Bender,,4.0,187.0,3755.0,1014.0,720.0,237.0,0.399,0.323,0.654,20.1,5.4,3.9,1.3,0.5,0.006,-3.9,-1.9,2016,draganbender
5,MIN,Kris Dunn,Providence,10.0,489.0,11727.0,3712.0,1626.0,1912.0,0.443,0.337,0.741,24.0,7.6,3.3,3.9,15.7,0.064,-1.0,2.8,2016,krisdunn
6,NOP,Buddy Hield,Oklahoma,10.0,765.0,20999.0,11122.0,3052.0,1846.0,0.433,0.395,0.856,27.4,14.5,4.0,2.4,28.7,0.066,0.2,11.7,2016,buddyhield
7,DEN,Jamal Murray,Kentucky,9.0,611.0,19448.0,11528.0,2348.0,3044.0,0.459,0.39,0.874,31.8,18.9,3.8,5.0,47.6,0.117,1.4,16.5,2016,jamalmurray
8,SAC,Marquese Chriss,Washington,6.0,292.0,5338.0,2206.0,1366.0,298.0,0.456,0.29,0.667,18.3,7.6,4.7,1.0,6.5,0.058,-2.4,-0.5,2016,marquesechriss
9,TOR,Jakob Poeltl,Utah,10.0,641.0,14469.0,5804.0,4476.0,1176.0,0.636,0.429,0.559,22.6,9.1,7.0,1.8,48.5,0.161,1.3,11.9,2016,jakobpoeltl
10,MIL,Thon Maker,,5.0,263.0,3624.0,1216.0,726.0,161.0,0.435,0.327,0.68,13.8,4.6,2.8,0.6,6.6,0.087,-2.1,-0.1,2016,thonmaker
11,ORL,Domantas Sabonis,Gonzaga,10.0,665.0,20463.0,10702.0,7096.0,3240.0,0.559,0.342,0.729,30.8,16.1,10.7,4.9,71.0,0.166,3.3,27.6,2016,domantassabonis
12,UTA,Taurean Prince,Baylor,10.0,608.0,15013.0,5984.0,2172.0,1051.0,0.429,0.387,0.812,24.7,9.8,3.6,1.7,15.5,0.05,-2.1,-0.3,2016,taureanprince
13,PHO,Georgios Papagiannis,,2.0,39.0,477.0,160.0,123.0,29.0,0.514,0.0,0.857,12.2,4.1,3.2,0.7,0.4,0.044,-3.9,-0.2,2016,georgiospapagiannis
14,CHI,Denzel Valentine,Michigan State,5.0,256.0,4817.0,1795.0,857.0,466.0,0.394,0.36,0.787,18.8,7.0,3.3,1.8,4.5,0.044,-1.9,0.2,2016,denzelvalentine
15,DEN,Juancho Hernangómez,,7.0,339.0,5269.0,1711.0,1131.0,216.0,0.428,0.342,0.676,15.5,5.0,3.3,0.6,8.7,0.08,-1.9,0.1,2016,juanchohernangomez
16,BOS,Guerschon Yabusele,,4.0,211.0,3388.0,1314.0,734.0,242.0,0.462,0.363,0.724,16.1,6.2,3.5,1.1,6.4,0.091,-1.5,0.4,2016,guerschonyabusele
17,MEM,Wade Baldwin,Vanderbilt,3.0,56.0,579.0,174.0,69.0,78.0,0.355,0.25,0.776,10.3,3.1,1.2,1.4,-0.3,-0.028,-5.3,-0.5,2016,wadebaldwin
18,DET,Henry Ellenson,Marquette,5.0,83.0,787.0,342.0,206.0,49.0,0.371,0.336,0.773,9.5,4.1,2.5,0.6,0.4,0.023,-3.7,-0.3,2016,henryellenson
19,DEN,Malik Beasley,Florida State,9.0,578.0,13739.0,6738.0,1612.0,789.0,0.426,0.391,0.769,23.8,11.7,2.8,1.4,20.1,0.07,-0.9,3.7,2016,malikbeasley
20,IND,Caris LeVert,Michigan,10.0,584.0,15705.0,7717.0,2098.0,2264.0,0.436,0.344,0.733,26.9,13.2,3.6,3.9,25.4,0.078,-0.2,7.0,2016,carislevert
21,ATL,DeAndre' Bembry,Saint Joseph's,6.0,296.0,5670.0,1750.0,950.0,533.0,0.474,0.283,0.611,19.2,5.9,3.2,1.8,4.4,0.038,-2.3,-0.4,2016,deandre'bembry
22,CHO,Malachi Richardson,Syracuse,3.0,70.0,625.0,198.0,70.0,24.0,0.358,0.301,0.783,8.9,2.8,1.0,0.3,-0.1,-0.009,-6.1,-0.7,2016,malachirichardson
23,BOS,Ante Žižić,,3.0,113.0,1517.0,674.0,446.0,64.0,0.581,,0.711,13.4,6.0,3.9,0.6,3.5,0.11,-2.6,-0.2,2016,antezizic
24,PHI,Timothé Luwawu-Cabarrot,,6.0,328.0,5254.0,1937.0,656.0,293.0,0.391,0.335,0.829,16.0,5.9,2.0,0.9,4.7,0.043,-4.0,-2.7,2016,timotheluwawu-cabarrot
25,LAC,Brice Johnson,UNC,2.0,21.0,107.0,47.0,34.0,3.0,0.449,0.0,0.6,5.1,2.2,1.6,0.1,0.1,0.062,-0.6,0.0,2016,bricejohnson
26,PHI,Furkan Korkmaz,,7.0,328.0,5447.0,2244.0,646.0,391.0,0.406,0.356,0.761,16.6,6.8,2.0,1.2,7.6,0.067,-2.0,0.1,2016,furkankorkmaz
27,TOR,Pascal Siakam,New Mexico State,10.0,691.0,21694.0,12810.0,4594.0,2497.0,0.497,0.342,0.754,31.4,18.5,6.6,3.6,58.1,0.129,1.8,21.0,2016,pascalsiakam
28,PHO,Skal Labissière,Kentucky,6.0,155.0,2645.0,1087.0,674.0,156.0,0.493,0.352,0.748,17.1,7.0,4.3,1.0,4.5,0.082,-2.2,-0.2,2016,skallabissiere
29,SAS,Dejounte Murray,Washington,9.0,517.0,15134.0,8037.0,3000.0,2807.0,0.454,0.339,0.793,29.3,15.5,5.8,5.4,26.8,0.085,1.4,12.9,2016,dejountemurray
30,GSW,Damian Jones,Vanderbilt,8.0,279.0,3782.0,1366.0,869.0,193.0,0.656,0.351,0.715,13.6,4.9,3.1,0.7,11.3,0.143,-1.0,1.0,2016,damianjones
31,BOS,Deyonta Davis,Michigan State,3.0,107.0,1299.0,454.0,346.0,47.0,0.599,0.0,0.635,12.1,4.2,3.2,0.4,3.6,0.131,-2.1,0.0,2016,deyontadavis
32,LAL,Ivica Zubac,,10.0,632.0,14880.0,6630.0,5251.0,899.0,0.614,0.083,0.725,23.5,10.5,8.3,1.4,55.5,0.179,0.8,10.4,2016,ivicazubac
33,LAC,Cheick Diallo,Kansas,5.0,183.0,2186.0,958.0,759.0,78.0,0.596,0.286,0.774,11.9,5.2,4.1,0.4,6.3,0.139,-1.4,0.3,2016,cheickdiallo
34,PHO,Tyler Ulis,Kentucky,3.0,133.0,2782.0,998.0,223.0,537.0,0.403,0.28,0.808,20.9,7.5,1.7,4.0,0.5,0.008,-3.6,-1.1,2016,tylerulis
35,BOS,Rade Zagorac,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2016,radezagorac
36,MIL,Malcolm Brogdon,Virginia,9.0,463.0,13481.0,7077.0,1917.0,2156.0,0.463,0.388,0.874,29.1,15.3,4.1,4.7,33.4,0.119,1.3,11.2,2016,malcolmbrogdon
37,HOU,Chinanu Onuaku,Louisville,2.0,6.0,74.0,18.0,14.0,4.0,0.583,,1.0,12.3,3.0,2.3,0.7,0.1,0.043,-5.4,-0.1,2016,chinanuonuaku
38,MIL,Patrick McCaw,UNLV,5.0,199.0,3373.0,760.0,319.0,270.0,0.42,0.305,0.785,16.9,3.8,1.6,1.4,4.4,0.062,-2.8,-0.6,2016,patrickmccaw
39,NOP,David Michineau,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2016,davidmichineau
40,NOP,Diamond Stone,Maryland,1.0,7.0,24.0,10.0,6.0,0.0,0.231,,1.0,3.4,1.4,0.9,0.0,-0.1,-0.211,-20.8,-0.1,2016,diamondstone
41,ORL,Stephen Zimmerman,UNLV,1.0,19.0,108.0,23.0,35.0,4.0,0.323,,0.6,5.7,1.2,1.8,0.2,0.0,-0.005,-8.3,-0.2,2016,stephenzimmerman
42,UTA,Isaiah Whitehead,Seton Hall,2.0,89.0,1823.0,643.0,210.0,212.0,0.411,0.305,0.788,20.5,7.2,2.4,2.4,-0.9,-0.025,-5.0,-1.4,2016,isaiahwhitehead
43,HOU,Zhou Qi,,2.0,19.0,125.0,24.0,22.0,2.0,0.212,0.105,0.667,6.6,1.3,1.2,0.1,-0.2,-0.093,-9.6,-0.2,2016,zhouqi
44,ATL,Isaïa Cordinier,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2016,isaiacordinier
45,BOS,Demetrius Jackson,Notre Dame,3.0,26.0,136.0,48.0,19.0,17.0,0.486,0.286,0.667,5.2,1.8,0.7,0.7,0.2,0.087,-0.5,0.1,2016,demetriusjackson
46,DAL,A.J. Hammons,Purdue,1.0,22.0,163.0,48.0,36.0,4.0,0.405,0.5,0.45,7.4,2.2,1.6,0.2,0.0,-0.001,-6.6,-0.2,2016,a.j.hammons
47,ORL,Jake Layman,Maryland,6.0,243.0,3099.0,1175.0,417.0,127.0,0.46,0.3,0.719,12.8,4.8,1.7,0.5,3.8,0.059,-2.3,-0.2,2016,jakelayman
48,CHI,Paul Zipser,,2.0,98.0,1667.0,458.0,256.0,82.0,0.371,0.335,0.769,17.0,4.7,2.6,0.8,0.0,-0.001,-5.2,-1.4,2016,paulzipser
49,DET,Michael Gbinije,Syracuse,1.0,9.0,32.0,4.0,3.0,2.0,0.1,0.0,1.0,3.6,0.4,0.3,0.2,-0.1,-0.136,-12.1,-0.1,2016,michaelgbinije
50,IND,Georges Niang,Iowa State,9.0,544.0,9494.0,4046.0,1354.0,534.0,0.445,0.399,0.852,17.5,7.4,2.5,1.0,15.9,0.08,-1.7,0.7,2016,georgesniang
51,BOS,Ben Bentil,Providence,1.0,3.0,10.0,0.0,2.0,0.0,0.0,0.0,,3.3,0.0,0.7,0.0,-0.1,-0.473,-25.9,-0.1,2016,benbentil
52,UTA,Joel Bolomboy,Weber State,2.0,18.0,91.0,31.0,27.0,2.0,0.545,0.2,0.5,5.1,1.7,1.5,0.1,0.3,0.132,-0.1,0.0,2016,joelbolomboy
53,DEN,Petr Cornelie,,1.0,13.0,38.0,14.0,14.0,3.0,0.333,0.125,0.75,2.9,1.1,1.1,0.2,0.0,-0.015,-8.8,-0.1,2016,petrcornelie
54,ATL,Kay Felder,Oakland,2.0,58.0,526.0,223.0,59.0,78.0,0.364,0.268,0.754,9.1,3.8,1.0,1.3,-0.4,-0.041,-4.7,-0.4,2016,kayfelder
55,BRK,Marcus Paige,UNC,1.0,5.0,28.0,12.0,4.0,3.0,0.286,0.25,1.0,5.6,2.4,0.8,0.6,0.0,-0.006,-8.8,0.0,2016,marcuspaige
56,DEN,Daniel Hamilton,UConn,2.0,25.0,232.0,69.0,52.0,30.0,0.394,0.357,0.5,9.3,2.8,2.1,1.2,0.0,0.0,-3.3,-0.1,2016,danielhamilton
57,MEM,Wang Zhelin,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2016,wangzhelin
58,BOS,Abdel Nader,Iowa State,5.0,202.0,2583.0,926.0,376.0,110.0,0.428,0.357,0.718,12.8,4.6,1.9,0.5,2.8,0.052,-2.6,-0.4,2016,abdelnader
59,SAC,Isaiah Cousins,Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2016,isaiahcousins
60,UTA,Tyrone Wallace,California,4.0,112.0,1714.0,566.0,236.0,127.0,0.422,0.207,0.656,15.3,5.1,2.1,1.1,0.1,0.003,-5.2,-1.4,2016,tyronewallace
1,PHI,Markelle Fultz,Washington,9.0,260.0,6159.0,2660.0,818.0,1119.0,0.469,0.28,0.732,23.7,10.2,3.1,4.3,8.3,0.065,-1.3,1.1,2017,markellefultz
2,LAL,Lonzo Ball,UCLA,7.0,322.0,9692.0,3422.0,1705.0,1814.0,0.392,0.355,0.603,30.1,10.6,5.3,5.6,13.3,0.066,0.8,6.9,2017,lonzoball
3,BOS,Jayson Tatum,Duke,9.0,601.0,20707.0,14132.0,4453.0,2328.0,0.458,0.368,0.839,34.5,23.5,7.4,3.9,67.2,0.156,3.8,30.3,2017,jaysontatum
4,PHO,Josh Jackson,Kansas,5.0,291.0,6718.0,3276.0,1159.0,534.0,0.416,0.292,0.68,23.1,11.3,4.0,1.8,-1.7,-0.012,-3.8,-3.1,2017,joshjackson
5,SAC,De'Aaron Fox,Kentucky,9.0,603.0,19892.0,12735.0,2352.0,3707.0,0.472,0.331,0.747,33.0,21.1,3.9,6.1,40.3,0.097,1.0,15.1,2017,de'aaronfox
6,ORL,Jonathan Isaac,Florida State,7.0,328.0,6161.0,2231.0,1491.0,244.0,0.441,0.316,0.732,18.8,6.8,4.5,0.7,14.9,0.116,0.7,4.3,2017,jonathanisaac
7,MIN,Lauri Markkanen,Arizona,9.0,492.0,15401.0,9323.0,3490.0,746.0,0.458,0.37,0.871,31.3,18.9,7.1,1.5,36.7,0.114,1.2,12.2,2017,laurimarkkanen
8,NYK,Frank Ntilikina,,7.0,321.0,5454.0,1535.0,563.0,693.0,0.369,0.32,0.762,17.0,4.8,1.8,2.2,0.3,0.003,-4.4,-3.4,2017,frankntilikina
9,DAL,Dennis Smith Jr.,NC State,7.0,326.0,7601.0,3160.0,967.0,1381.0,0.407,0.298,0.674,23.3,9.7,3.0,4.2,2.3,0.015,-2.1,-0.2,2017,dennissmithjr.
10,SAC,Zach Collins,Gonzaga,8.0,388.0,7321.0,3110.0,1883.0,700.0,0.485,0.334,0.765,18.9,8.0,4.9,1.8,12.4,0.081,-1.4,1.0,2017,zachcollins
11,CHO,Malik Monk,Kentucky,9.0,585.0,13307.0,7216.0,1494.0,1842.0,0.434,0.355,0.851,22.7,12.3,2.6,3.1,16.1,0.058,-1.0,3.1,2017,malikmonk
12,DET,Luke Kennard,Duke,9.0,538.0,12440.0,5169.0,1483.0,1219.0,0.466,0.442,0.885,23.1,9.6,2.8,2.3,28.1,0.108,0.0,6.3,2017,lukekennard
13,DEN,Donovan Mitchell,Louisville,9.0,609.0,20585.0,15272.0,2640.0,2928.0,0.453,0.366,0.844,33.8,25.1,4.3,4.8,60.2,0.14,3.6,29.4,2017,donovanmitchell
14,MIA,Bam Adebayo,Kentucky,9.0,640.0,19719.0,10391.0,5756.0,2276.0,0.522,0.316,0.759,30.8,16.2,9.0,3.6,64.0,0.156,2.5,22.2,2017,bamadebayo
15,POR,Justin Jackson,UNC,7.0,280.0,4886.0,1676.0,654.0,285.0,0.423,0.319,0.796,17.5,6.0,2.3,1.0,5.3,0.052,-2.8,-1.0,2017,justinjackson
16,CHI,Justin Patton,Creighton,4.0,22.0,296.0,86.0,60.0,19.0,0.404,0.25,0.667,13.5,3.9,2.7,0.9,0.4,0.066,-2.8,-0.1,2017,justinpatton
17,MIL,D.J. Wilson,Michigan,6.0,148.0,1818.0,657.0,454.0,110.0,0.422,0.331,0.618,12.3,4.4,3.1,0.7,2.9,0.077,-2.4,-0.2,2017,d.j.wilson
18,IND,T.J. Leaf,UCLA,4.0,146.0,1238.0,477.0,283.0,43.0,0.492,0.341,0.585,8.5,3.3,1.9,0.3,2.7,0.104,-1.8,0.1,2017,t.j.leaf
19,ATL,John Collins,Wake Forest,9.0,541.0,15611.0,8488.0,4172.0,767.0,0.546,0.369,0.789,28.9,15.7,7.7,1.4,43.8,0.135,0.5,10.0,2017,johncollins
20,POR,Harry Giles,Duke,4.0,165.0,1935.0,888.0,573.0,180.0,0.508,0.244,0.661,11.7,5.4,3.5,1.1,3.1,0.076,-2.5,-0.2,2017,harrygiles
21,OKC,Terrance Ferguson,,4.0,204.0,4000.0,924.0,263.0,144.0,0.404,0.334,0.753,19.6,4.5,1.3,0.7,4.4,0.053,-4.0,-2.1,2017,terranceferguson
22,BRK,Jarrett Allen,Texas,9.0,624.0,17540.0,8148.0,5715.0,1048.0,0.641,0.159,0.711,28.1,13.1,9.2,1.7,73.1,0.2,2.4,19.4,2017,jarrettallen
23,TOR,OG Anunoby,Indiana,9.0,559.0,17078.0,7451.0,2495.0,976.0,0.476,0.377,0.774,30.6,13.3,4.5,1.7,37.6,0.106,0.4,10.5,2017,oganunoby
24,UTA,Tyler Lydon,Syracuse,2.0,26.0,96.0,23.0,18.0,6.0,0.5,0.4,0.333,3.7,0.9,0.7,0.2,0.2,0.084,-4.3,-0.1,2017,tylerlydon
25,ORL,Anžejs Pasečņiks,,2.0,28.0,443.0,156.0,108.0,19.0,0.521,0.0,0.586,15.8,5.6,3.9,0.7,0.4,0.038,-6.2,-0.5,2017,anzejspasecniks
26,POR,Caleb Swanigan,Purdue,3.0,75.0,655.0,169.0,218.0,56.0,0.438,0.118,0.614,8.7,2.3,2.9,0.7,-0.2,-0.015,-6.2,-0.7,2017,calebswanigan
